Trans	Position
ENST00000678012.1	525
ENST00000579260.5	893
ENST00000582193.5	625
ENST00000678791.1	2816
ENST00000678573.1	1197
ENST00000585199.2	1290
ENST00000678189.1	2572
ENST00000225430.9	621
ENST00000678147.1	620
ENST00000678609.1	590
ENST00000679038.1	591
ENST00000579374.5	579
ENST00000577741.2	1136
ENST00000678012.1	588
ENST00000579260.5	956
ENST00000582193.5	688
ENST00000678791.1	2879
ENST00000678573.1	1260
ENST00000678189.1	2635
ENST00000225430.9	642
ENST00000678147.1	641
ENST00000678609.1	611
ENST00000679038.1	612
ENST00000579374.5	600
ENST00000577741.2	1157
ENST00000678012.1	609
ENST00000579260.5	977
ENST00000582193.5	709
ENST00000678791.1	2900
ENST00000678573.1	1281
ENST00000678189.1	2656
ENST00000225430.9	655
ENST00000678147.1	654
ENST00000678609.1	624
ENST00000679038.1	625
ENST00000579374.5	613
ENST00000577741.2	1170
ENST00000678012.1	622
ENST00000579260.5	990
ENST00000582193.5	722
ENST00000678791.1	2913
ENST00000678573.1	1294
ENST00000678189.1	2669
ENST00000300651.11	5693
ENST00000577831.5	2140
ENST00000300651.11	6879
ENST00000577831.5	3326
ENST00000300651.11	7324
ENST00000577831.5	3771
ENST00000300651.11	7563
ENST00000577831.5	4010
ENST00000300651.11	7819
ENST00000577831.5	4266
ENST00000447079.6	271
ENST00000559663.2	271
ENST00000584632.5	246
ENST00000447079.6	327
ENST00000559663.2	327
ENST00000584632.5	302
ENST00000430627.6	52
ENST00000447079.6	370
ENST00000559663.2	370
ENST00000584632.5	345
ENST00000430627.6	95
ENST00000447079.6	604
ENST00000559663.2	604
ENST00000584632.5	579
ENST00000430627.6	329
ENST00000447079.6	644
ENST00000559663.2	644
ENST00000584632.5	619
ENST00000430627.6	369
ENST00000447079.6	678
ENST00000559663.2	678
ENST00000584632.5	653
ENST00000430627.6	403
ENST00000447079.6	730
ENST00000559663.2	730
ENST00000584632.5	705
ENST00000430627.6	455
ENST00000447079.6	741
ENST00000559663.2	741
ENST00000584632.5	716
ENST00000430627.6	466
ENST00000447079.6	755
ENST00000559663.2	755
ENST00000584632.5	730
ENST00000430627.6	480
ENST00000447079.6	916
ENST00000559663.2	916
ENST00000584632.5	891
ENST00000430627.6	641
ENST00000447079.6	948
ENST00000559663.2	948
ENST00000584632.5	923
ENST00000430627.6	673
ENST00000447079.6	964
ENST00000559663.2	964
ENST00000584632.5	939
ENST00000430627.6	689
ENST00000447079.6	968
ENST00000559663.2	968
ENST00000584632.5	943
ENST00000430627.6	693
ENST00000447079.6	1020
ENST00000559663.2	1020
ENST00000584632.5	995
ENST00000430627.6	745
ENST00000447079.6	1065
ENST00000559663.2	1065
ENST00000584632.5	1040
ENST00000430627.6	790
ENST00000447079.6	1173
ENST00000559663.2	1173
ENST00000584632.5	1148
ENST00000430627.6	898
ENST00000447079.6	1202
ENST00000559663.2	1202
ENST00000584632.5	1177
ENST00000430627.6	927
ENST00000447079.6	1220
ENST00000559663.2	1220
ENST00000584632.5	1195
ENST00000430627.6	945
ENST00000447079.6	1227
ENST00000559663.2	1227
ENST00000584632.5	1202
ENST00000430627.6	952
ENST00000447079.6	1780
ENST00000559663.2	1780
ENST00000584632.5	1752
ENST00000430627.6	1505
ENST00000447079.6	1881
ENST00000559663.2	1881
ENST00000584632.5	1853
ENST00000430627.6	1606
ENST00000447079.6	1969
ENST00000559663.2	1969
ENST00000584632.5	1941
ENST00000430627.6	1694
ENST00000447079.6	1982
ENST00000559663.2	1982
ENST00000584632.5	1954
ENST00000430627.6	1707
ENST00000447079.6	2043
ENST00000559663.2	2043
ENST00000584632.5	2015
ENST00000430627.6	1768
ENST00000447079.6	2084
ENST00000559663.2	2084
ENST00000584632.5	2056
ENST00000430627.6	1809
ENST00000447079.6	2091
ENST00000559663.2	2091
ENST00000584632.5	2063
ENST00000430627.6	1816
ENST00000447079.6	2138
ENST00000559663.2	2138
ENST00000584632.5	2110
ENST00000430627.6	1863
ENST00000447079.6	2144
ENST00000559663.2	2144
ENST00000584632.5	2116
ENST00000430627.6	1869
ENST00000447079.6	2159
ENST00000559663.2	2159
ENST00000584632.5	2131
ENST00000430627.6	1884
ENST00000447079.6	2360
ENST00000559663.2	2360
ENST00000584632.5	2332
ENST00000430627.6	2085
ENST00000581593.1	93
ENST00000447079.6	2432
ENST00000559663.2	2432
ENST00000584632.5	2404
ENST00000430627.6	2157
ENST00000581593.1	165
ENST00000447079.6	4047
ENST00000559663.2	4047
ENST00000584632.5	4019
ENST00000430627.6	3772
ENST00000447079.6	4100
ENST00000559663.2	4100
ENST00000584632.5	4072
ENST00000430627.6	3825
ENST00000447079.6	4275
ENST00000559663.2	4275
ENST00000430627.6	4000
ENST00000447079.6	4284
ENST00000559663.2	4284
ENST00000430627.6	4009
ENST00000447079.6	4590
ENST00000430627.6	4288
ENST00000584336.1	966
ENST00000447079.6	4595
ENST00000430627.6	4293
ENST00000584336.1	971
ENST00000447079.6	4605
ENST00000430627.6	4303
ENST00000584336.1	981
ENST00000447079.6	4622
ENST00000430627.6	4320
ENST00000584336.1	998
ENST00000447079.6	4641
ENST00000430627.6	4339
ENST00000584336.1	1017
ENST00000447079.6	4656
ENST00000430627.6	4354
ENST00000584336.1	1032
ENST00000447079.6	4673
ENST00000430627.6	4371
ENST00000584336.1	1049
ENST00000447079.6	4691
ENST00000430627.6	4389
ENST00000584336.1	1067
ENST00000447079.6	4704
ENST00000430627.6	4402
ENST00000584336.1	1080
ENST00000447079.6	4709
ENST00000430627.6	4407
ENST00000584336.1	1085
ENST00000447079.6	4791
ENST00000430627.6	4489
ENST00000584336.1	1167
ENST00000447079.6	4889
ENST00000430627.6	4587
ENST00000584336.1	1265
ENST00000447079.6	4902
ENST00000430627.6	4600
ENST00000584336.1	1278
ENST00000447079.6	4925
ENST00000430627.6	4623
ENST00000584336.1	1301
ENST00000582680.5	11
ENST00000254079.9	11
ENST00000582680.5	79
ENST00000254079.9	79
ENST00000582680.5	107
ENST00000254079.9	107
ENST00000582680.5	123
ENST00000254079.9	123
ENST00000582680.5	141
ENST00000254079.9	141
ENST00000544210.6	1574
ENST00000578577.5	1506
ENST00000394250.8	1517
ENST00000336308.10	1571
ENST00000580611.5	1507
ENST00000488876.5	1922
ENST00000481171.5	2969
ENST00000585269.5	915
ENST00000584850.5	1975
ENST00000471896.5	1662
ENST00000544210.6	1625
ENST00000394250.8	1568
ENST00000336308.10	1622
ENST00000580611.5	1558
ENST00000488876.5	1973
ENST00000481171.5	3020
ENST00000585269.5	966
ENST00000584850.5	2026
ENST00000471896.5	1713
ENST00000544210.6	1629
ENST00000394250.8	1572
ENST00000336308.10	1626
ENST00000580611.5	1562
ENST00000488876.5	1977
ENST00000481171.5	3024
ENST00000585269.5	970
ENST00000584850.5	2030
ENST00000471896.5	1717
ENST00000544210.6	1658
ENST00000394250.8	1601
ENST00000336308.10	1655
ENST00000580611.5	1591
ENST00000488876.5	2006
ENST00000481171.5	3053
ENST00000585269.5	999
ENST00000584850.5	2059
ENST00000471896.5	1746
ENST00000394250.8	1676
ENST00000336308.10	1730
ENST00000580611.5	1666
ENST00000488876.5	2081
ENST00000481171.5	3128
ENST00000585269.5	1074
ENST00000584850.5	2134
ENST00000471896.5	1821
ENST00000584601.5	4077
ENST00000406381.6	3548
ENST00000541774.5	3325
ENST00000445658.6	2805
ENST00000269571.10	3545
ENST00000578373.5	3592
ENST00000584601.5	4129
ENST00000406381.6	3600
ENST00000541774.5	3377
ENST00000445658.6	2857
ENST00000584450.5	3384
ENST00000269571.10	3597
ENST00000578373.5	3644
ENST00000584601.5	4221
ENST00000406381.6	3692
ENST00000541774.5	3469
ENST00000445658.6	2949
ENST00000584450.5	3476
ENST00000269571.10	3689
ENST00000578373.5	3736
ENST00000584601.5	4299
ENST00000406381.6	3770
ENST00000541774.5	3547
ENST00000445658.6	3027
ENST00000584450.5	3554
ENST00000269571.10	3767
ENST00000578373.5	3814
ENST00000584601.5	4378
ENST00000406381.6	3849
ENST00000541774.5	3626
ENST00000445658.6	3106
ENST00000584450.5	3633
ENST00000269571.10	3846
ENST00000578373.5	3893
ENST00000584601.5	4384
ENST00000406381.6	3855
ENST00000541774.5	3632
ENST00000445658.6	3112
ENST00000584450.5	3639
ENST00000269571.10	3852
ENST00000578373.5	3899
ENST00000584601.5	4425
ENST00000406381.6	3896
ENST00000541774.5	3673
ENST00000445658.6	3153
ENST00000584450.5	3680
ENST00000269571.10	3893
ENST00000578373.5	3940
ENST00000584601.5	4441
ENST00000406381.6	3912
ENST00000541774.5	3689
ENST00000445658.6	3169
ENST00000584450.5	3696
ENST00000269571.10	3909
ENST00000578373.5	3956
ENST00000584601.5	4476
ENST00000406381.6	3947
ENST00000541774.5	3724
ENST00000445658.6	3204
ENST00000269571.10	3944
ENST00000578373.5	3991
ENST00000584601.5	4534
ENST00000406381.6	4005
ENST00000541774.5	3782
ENST00000269571.10	4002
ENST00000578373.5	4049
ENST00000584601.5	4585
ENST00000406381.6	4056
ENST00000541774.5	3833
ENST00000269571.10	4053
ENST00000578373.5	4100
ENST00000584601.5	4601
ENST00000406381.6	4072
ENST00000541774.5	3849
ENST00000269571.10	4069
ENST00000578373.5	4116
ENST00000584601.5	4615
ENST00000406381.6	4086
ENST00000541774.5	3863
ENST00000269571.10	4083
ENST00000578373.5	4130
ENST00000584601.5	4676
ENST00000406381.6	4147
ENST00000541774.5	3924
ENST00000269571.10	4144
ENST00000578373.5	4191
ENST00000584601.5	4722
ENST00000406381.6	4193
ENST00000541774.5	3970
ENST00000269571.10	4190
ENST00000578373.5	4237
ENST00000406381.6	4312
ENST00000541774.5	4089
ENST00000269571.10	4309
ENST00000578373.5	4356
ENST00000584888.1	25
ENST00000406381.6	4333
ENST00000541774.5	4110
ENST00000269571.10	4330
ENST00000578373.5	4377
ENST00000584888.1	46
ENST00000406381.6	4345
ENST00000541774.5	4122
ENST00000269571.10	4342
ENST00000578373.5	4389
ENST00000584888.1	58
ENST00000406381.6	4373
ENST00000541774.5	4150
ENST00000269571.10	4370
ENST00000578373.5	4417
ENST00000584888.1	86
ENST00000406381.6	4466
ENST00000541774.5	4243
ENST00000269571.10	4463
ENST00000578373.5	4510
ENST00000582963.1	69
ENST00000394231.8	356
ENST00000582963.1	769
ENST00000394231.8	1056
ENST00000469568.5	484
ENST00000474210.1	365
ENST00000577810.1	309
ENST00000498164.2	428
ENST00000309156.9	1857
ENST00000394211.7	1717
ENST00000445327.6	1815
ENST00000394209.6	1876
ENST00000394204.1	1573
ENST00000579695.5	1703
ENST00000304046.7	1706
ENST00000581284.5	544
ENST00000394169.5	1827
ENST00000579695.5	1999
ENST00000304046.7	2002
ENST00000581284.5	252
ENST00000394169.5	2123
ENST00000584220.5	307
ENST00000264639.9	233
ENST00000415039.7	204
ENST00000264639.9	239
ENST00000415039.7	210
ENST00000264639.9	367
ENST00000264639.9	385
ENST00000264639.9	404
ENST00000264639.9	550
ENST00000415039.7	256
ENST00000264639.9	1254
ENST00000415039.7	960
ENST00000485835.1	2065
ENST00000264639.9	1558
ENST00000415039.7	1264
ENST00000264639.9	1675
ENST00000415039.7	1474
ENST00000264639.9	1709
ENST00000415039.7	1508
ENST00000264639.9	1717
ENST00000415039.7	1516
ENST00000264639.9	1756
ENST00000415039.7	1555
ENST00000398532.9	637
ENST00000577454.5	35
ENST00000578648.5	24
ENST00000398532.9	713
ENST00000577454.5	111
ENST00000578648.5	100
ENST00000579565.5	70
ENST00000398532.9	1106
ENST00000577454.5	504
ENST00000578648.5	493
ENST00000398532.9	1145
ENST00000577454.5	543
ENST00000578648.5	532
ENST00000578826.1	19
ENST00000398532.9	1155
ENST00000577454.5	553
ENST00000578648.5	542
ENST00000578826.1	29
ENST00000398532.9	1213
ENST00000577454.5	611
ENST00000578648.5	600
ENST00000578826.1	87
ENST00000398532.9	1666
ENST00000577454.5	1064
ENST00000578648.5	1053
ENST00000579565.5	499
ENST00000582884.5	46
ENST00000398532.9	1708
ENST00000577454.5	1106
ENST00000578648.5	1095
ENST00000579565.5	541
ENST00000582884.5	88
ENST00000398532.9	1714
ENST00000577454.5	1112
ENST00000578648.5	1101
ENST00000579565.5	547
ENST00000582884.5	94
ENST00000398532.9	1765
ENST00000577454.5	1163
ENST00000578648.5	1152
ENST00000579565.5	598
ENST00000582884.5	145
ENST00000398532.9	1798
ENST00000577454.5	1196
ENST00000578648.5	1185
ENST00000579565.5	631
ENST00000582884.5	178
ENST00000398532.9	1826
ENST00000577454.5	1224
ENST00000578648.5	1213
ENST00000579565.5	659
ENST00000582884.5	206
ENST00000398532.9	1839
ENST00000577454.5	1237
ENST00000578648.5	1226
ENST00000579565.5	672
ENST00000582884.5	219
ENST00000398532.9	1860
ENST00000577454.5	1258
ENST00000578648.5	1247
ENST00000579565.5	693
ENST00000582884.5	240
ENST00000398532.9	2008
ENST00000577454.5	1406
ENST00000578648.5	1395
ENST00000579565.5	841
ENST00000582884.5	388
ENST00000577454.5	1430
ENST00000577454.5	1468
ENST00000577454.5	1556
ENST00000577454.5	1560
ENST00000577454.5	1677
ENST00000418132.7	641
ENST00000581849.1	422
ENST00000264645.12	422
ENST00000850591.1	422
ENST00000474190.1	69
ENST00000418132.7	658
ENST00000581849.1	439
ENST00000264645.12	439
ENST00000850591.1	439
ENST00000474190.1	86
ENST00000418132.7	710
ENST00000264645.12	491
ENST00000850591.1	491
ENST00000474190.1	138
ENST00000418132.7	1046
ENST00000264645.12	827
ENST00000850591.1	827
ENST00000474190.1	474
ENST00000418132.7	1067
ENST00000264645.12	848
ENST00000850591.1	848
ENST00000474190.1	495
ENST00000418132.7	1124
ENST00000264645.12	905
ENST00000850591.1	905
ENST00000474190.1	552
ENST00000418132.7	1255
ENST00000264645.12	1036
ENST00000850591.1	1036
ENST00000418132.7	1300
ENST00000264645.12	1081
ENST00000850591.1	1081
ENST00000418132.7	1459
ENST00000264645.12	1240
ENST00000850591.1	1240
ENST00000474190.1	604
ENST00000577605.1	12
ENST00000418132.7	1465
ENST00000264645.12	1246
ENST00000850591.1	1246
ENST00000474190.1	610
ENST00000577605.1	18
ENST00000418132.7	1521
ENST00000264645.12	1302
ENST00000850591.1	1302
ENST00000474190.1	666
ENST00000577605.1	74
ENST00000418132.7	1549
ENST00000264645.12	1330
ENST00000850591.1	1330
ENST00000474190.1	694
ENST00000577605.1	102
ENST00000418132.7	1573
ENST00000264645.12	1354
ENST00000850591.1	1354
ENST00000474190.1	718
ENST00000577605.1	126
ENST00000418132.7	1579
ENST00000264645.12	1360
ENST00000850591.1	1360
ENST00000474190.1	724
ENST00000577605.1	132
ENST00000418132.7	1614
ENST00000264645.12	1395
ENST00000850591.1	1395
ENST00000474190.1	759
ENST00000577605.1	167
ENST00000418132.7	1650
ENST00000264645.12	1431
ENST00000850591.1	1431
ENST00000474190.1	795
ENST00000577605.1	203
ENST00000264645.12	1780
ENST00000577605.1	679
ENST00000583902.1	304
ENST00000264645.12	1839
ENST00000583902.1	363
ENST00000264645.12	2258
ENST00000850591.1	2132
ENST00000394114.2	1167
ENST00000264645.12	2275
ENST00000850591.1	2149
ENST00000394114.2	1184
ENST00000264645.12	2295
ENST00000850591.1	2169
ENST00000394114.2	1204
ENST00000264645.12	2318
ENST00000850591.1	2192
ENST00000394114.2	1227
ENST00000264645.12	2326
ENST00000850591.1	2200
ENST00000394114.2	1235
ENST00000323571.9	900
ENST00000494757.5	750
ENST00000582781.5	838
ENST00000585043.5	880
ENST00000583130.5	842
ENST00000323571.9	927
ENST00000494757.5	777
ENST00000582781.5	865
ENST00000585043.5	907
ENST00000583130.5	869
ENST00000323571.9	951
ENST00000494757.5	801
ENST00000582781.5	889
ENST00000585043.5	931
ENST00000583130.5	893
ENST00000323571.9	979
ENST00000494757.5	829
ENST00000582781.5	917
ENST00000585043.5	959
ENST00000583130.5	921
ENST00000323571.9	984
ENST00000494757.5	834
ENST00000582781.5	922
ENST00000585043.5	964
ENST00000583130.5	926
ENST00000323571.9	1708
ENST00000494757.5	1558
ENST00000582781.5	1646
ENST00000585043.5	1688
ENST00000394103.7	881
ENST00000323571.9	1770
ENST00000494757.5	1620
ENST00000582781.5	1708
ENST00000585043.5	1750
ENST00000394103.7	943
ENST00000323571.9	1781
ENST00000494757.5	1631
ENST00000582781.5	1719
ENST00000585043.5	1761
ENST00000394103.7	954
ENST00000323571.9	1844
ENST00000494757.5	1694
ENST00000582781.5	1782
ENST00000585043.5	1824
ENST00000394103.7	1017
ENST00000323571.9	2015
ENST00000494757.5	1865
ENST00000582781.5	1953
ENST00000585043.5	1995
ENST00000394103.7	1188
ENST00000209728.9	346
ENST00000580824.5	270
ENST00000577249.1	360
ENST00000649662.1	151
ENST00000473555.1	350
ENST00000209728.9	410
ENST00000580824.5	334
ENST00000577249.1	424
ENST00000649662.1	215
ENST00000473555.1	414
ENST00000209728.9	1032
ENST00000649662.1	837
ENST00000254066.10	1876
ENST00000394089.6	1937
ENST00000425707.7	1642
ENST00000394086.7	1457
ENST00000394081.7	1734
ENST00000254066.10	2155
ENST00000425707.7	1921
ENST00000394086.7	1736
ENST00000394081.7	2013
ENST00000254066.10	2204
ENST00000425707.7	1970
ENST00000394086.7	1785
ENST00000394081.7	2062
ENST00000423485.6	4786
ENST00000577541.1	300
ENST00000423485.6	5471
ENST00000423485.6	5509
ENST00000423485.6	5517
ENST00000423485.6	5590
ENST00000577541.1	27
ENST00000269593.5	109
ENST00000269593.5	870
ENST00000269593.5	1029
ENST00000269593.5	1047
ENST00000269593.5	1669
ENST00000269593.5	2107
ENST00000348513.12	993
ENST00000643318.1	1680
ENST00000644527.1	858
ENST00000646242.1	8341
ENST00000578112.6	979
ENST00000647508.1	1440
ENST00000644701.1	1012
ENST00000643030.1	756
ENST00000580419.6	887
ENST00000646401.1	746
ENST00000643378.1	1457
ENST00000645227.1	844
ENST00000647294.1	1117
ENST00000642576.1	602
ENST00000647515.1	878
ENST00000400122.8	1163
ENST00000644523.1	948
ENST00000377808.9	912
ENST00000644443.1	86
ENST00000643683.1	1136
ENST00000469334.6	1500
ENST00000646283.1	883
ENST00000264640.9	1005
ENST00000643893.1	1195
ENST00000644909.1	692
ENST00000645152.1	796
ENST00000646856.1	977
ENST00000431889.6	918
ENST00000646448.1	733
ENST00000578044.6	1370
ENST00000642459.1	2251
ENST00000447024.6	1017
ENST00000643580.1	1506
ENST00000645104.1	1993
ENST00000646482.1	1195
ENST00000643255.1	3179
ENST00000476049.1	2180
ENST00000348513.12	1110
ENST00000643318.1	1797
ENST00000644527.1	975
ENST00000646242.1	8458
ENST00000578112.6	1096
ENST00000647508.1	1557
ENST00000644701.1	1129
ENST00000643030.1	873
ENST00000580419.6	1004
ENST00000646401.1	863
ENST00000643378.1	1574
ENST00000645227.1	961
ENST00000647294.1	1234
ENST00000642576.1	719
ENST00000647515.1	995
ENST00000400122.8	1280
ENST00000644523.1	1065
ENST00000377808.9	1029
ENST00000644443.1	203
ENST00000643683.1	1253
ENST00000469334.6	1617
ENST00000646283.1	1000
ENST00000264640.9	1122
ENST00000643893.1	1312
ENST00000644909.1	809
ENST00000645152.1	913
ENST00000646856.1	1094
ENST00000431889.6	1035
ENST00000646448.1	850
ENST00000578044.6	1487
ENST00000642459.1	2368
ENST00000447024.6	1134
ENST00000643580.1	1623
ENST00000645104.1	2110
ENST00000646482.1	1312
ENST00000478349.7	1078
ENST00000580654.6	880
ENST00000643255.1	3296
ENST00000476049.1	2297
ENST00000348513.12	50
ENST00000643318.1	886
ENST00000644527.1	64
ENST00000646242.1	87
ENST00000578112.6	80
ENST00000647508.1	602
ENST00000644701.1	69
ENST00000643030.1	64
ENST00000580419.6	49
ENST00000646401.1	78
ENST00000645227.1	54
ENST00000647294.1	76
ENST00000642576.1	83
ENST00000647515.1	84
ENST00000400122.8	369
ENST00000377808.9	74
ENST00000643683.1	193
ENST00000469334.6	56
ENST00000646283.1	71
ENST00000264640.9	62
ENST00000644909.1	71
ENST00000645152.1	60
ENST00000646856.1	78
ENST00000646448.1	65
ENST00000642459.1	78
ENST00000447024.6	74
ENST00000645104.1	64
ENST00000646482.1	4
ENST00000478349.7	60
ENST00000645663.1	46
ENST00000644257.1	70
ENST00000493660.6	74
ENST00000647221.1	72
ENST00000582955.6	112
ENST00000647347.1	59
ENST00000481231.6	56
ENST00000645155.1	60
ENST00000474246.2	78
ENST00000643806.1	56
ENST00000643255.1	2341
ENST00000348513.12	96
ENST00000643318.1	932
ENST00000644527.1	110
ENST00000646242.1	133
ENST00000578112.6	126
ENST00000647508.1	648
ENST00000644701.1	115
ENST00000643030.1	110
ENST00000580419.6	95
ENST00000646401.1	124
ENST00000645227.1	100
ENST00000647294.1	122
ENST00000642576.1	129
ENST00000647515.1	130
ENST00000400122.8	415
ENST00000377808.9	120
ENST00000643683.1	239
ENST00000469334.6	102
ENST00000646283.1	117
ENST00000264640.9	108
ENST00000644909.1	117
ENST00000645152.1	106
ENST00000646856.1	124
ENST00000646448.1	111
ENST00000642459.1	124
ENST00000447024.6	120
ENST00000645104.1	110
ENST00000478349.7	106
ENST00000645663.1	92
ENST00000644257.1	116
ENST00000493660.6	120
ENST00000647221.1	118
ENST00000582955.6	158
ENST00000647347.1	105
ENST00000481231.6	102
ENST00000645155.1	106
ENST00000474246.2	124
ENST00000643806.1	102
ENST00000643255.1	2387
ENST00000269576.6	2016
ENST00000635956.2	2036
ENST00000361566.7	1156
ENST00000468880.1	363
ENST00000844036.1	1276
ENST00000462917.1	171
ENST00000469257.2	171
ENST00000591776.5	169
ENST00000482111.1	161
ENST00000310837.8	155
ENST00000469308.1	121
ENST00000462917.1	731
ENST00000462917.1	1311
ENST00000469257.2	457
ENST00000591776.5	455
ENST00000482111.1	593
ENST00000310837.8	277
ENST00000469308.1	603
ENST00000462917.1	1435
ENST00000469257.2	581
ENST00000591776.5	496
ENST00000482111.1	717
ENST00000310837.8	401
ENST00000469308.1	727
ENST00000462917.1	1457
ENST00000469257.2	603
ENST00000591776.5	518
ENST00000482111.1	739
ENST00000310837.8	423
ENST00000469308.1	749
ENST00000462917.1	1484
ENST00000469257.2	630
ENST00000591776.5	545
ENST00000482111.1	766
ENST00000310837.8	450
ENST00000469308.1	776
ENST00000462917.1	1493
ENST00000469257.2	639
ENST00000591776.5	554
ENST00000482111.1	775
ENST00000310837.8	459
ENST00000469308.1	785
ENST00000462917.1	1510
ENST00000469257.2	656
ENST00000591776.5	571
ENST00000482111.1	792
ENST00000310837.8	476
ENST00000469308.1	802
ENST00000462917.1	1554
ENST00000469257.2	700
ENST00000591776.5	615
ENST00000482111.1	836
ENST00000310837.8	520
ENST00000462917.1	1596
ENST00000469257.2	742
ENST00000591776.5	657
ENST00000482111.1	878
ENST00000310837.8	562
ENST00000462917.1	1647
ENST00000469257.2	793
ENST00000591776.5	708
ENST00000482111.1	929
ENST00000310837.8	613
ENST00000393930.5	3010
ENST00000310706.9	2912
ENST00000393931.8	2754
ENST00000393930.5	3051
ENST00000310706.9	2953
ENST00000393931.8	2795
ENST00000355468.7	2006
ENST00000393928.6	1567
ENST00000484247.1	1081
ENST00000355468.7	962
ENST00000393928.6	529
ENST00000592026.1	140
ENST00000467164.1	249
ENST00000585664.5	546
ENST00000489591.5	544
ENST00000321562.9	675
ENST00000706683.1	669
ENST00000489591.5	880
ENST00000321562.9	1011
ENST00000455106.1	208
ENST00000489591.5	1129
ENST00000455106.1	292
ENST00000489591.5	1445
ENST00000321562.9	1202
ENST00000706683.1	860
ENST00000455106.1	582
ENST00000490938.5	374
ENST00000489591.5	1473
ENST00000321562.9	1230
ENST00000706683.1	888
ENST00000455106.1	610
ENST00000490938.5	402
ENST00000489591.5	1910
ENST00000321562.9	1667
ENST00000706683.1	1325
ENST00000455106.1	1047
ENST00000464180.1	884
ENST00000489591.5	1920
ENST00000321562.9	1677
ENST00000706683.1	1335
ENST00000455106.1	1057
ENST00000464180.1	894
ENST00000489591.5	1932
ENST00000321562.9	1689
ENST00000706683.1	1347
ENST00000455106.1	1069
ENST00000464180.1	906
ENST00000489591.5	1938
ENST00000321562.9	1695
ENST00000706683.1	1353
ENST00000455106.1	1075
ENST00000464180.1	912
ENST00000489591.5	2051
ENST00000321562.9	1808
ENST00000706683.1	1466
ENST00000455106.1	1188
ENST00000464180.1	1025
ENST00000489591.5	2075
ENST00000321562.9	1832
ENST00000706683.1	1490
ENST00000455106.1	1212
ENST00000464180.1	1049
ENST00000489591.5	2089
ENST00000321562.9	1846
ENST00000706683.1	1504
ENST00000455106.1	1226
ENST00000464180.1	1063
ENST00000489591.5	2093
ENST00000321562.9	1850
ENST00000706683.1	1508
ENST00000455106.1	1230
ENST00000464180.1	1067
ENST00000489591.5	2101
ENST00000321562.9	1858
ENST00000706683.1	1516
ENST00000455106.1	1238
ENST00000464180.1	1075
ENST00000489591.5	2147
ENST00000321562.9	1904
ENST00000706683.1	1562
ENST00000455106.1	1284
ENST00000464180.1	1121
ENST00000489591.5	2162
ENST00000321562.9	1919
ENST00000706683.1	1577
ENST00000455106.1	1299
ENST00000489591.5	2208
ENST00000321562.9	1965
ENST00000706683.1	1623
ENST00000455106.1	1345
ENST00000489591.5	2348
ENST00000321562.9	2105
ENST00000706683.1	1763
ENST00000455106.1	1485
ENST00000489591.5	2379
ENST00000321562.9	2136
ENST00000706683.1	1794
ENST00000455106.1	1516
ENST00000489591.5	2438
ENST00000321562.9	2195
ENST00000706683.1	1853
ENST00000455106.1	1575
ENST00000489591.5	2478
ENST00000321562.9	2235
ENST00000706683.1	1893
ENST00000455106.1	1615
ENST00000435506.7	1335
ENST00000517701.5	955
ENST00000469698.5	1500
ENST00000523903.5	1461
ENST00000521789.5	920
ENST00000470690.5	1656
ENST00000393910.5	1180
ENST00000590151.5	3869
ENST00000352035.7	3853
ENST00000353196.5	3878
ENST00000537919.5	2534
ENST00000590151.5	3916
ENST00000352035.7	3900
ENST00000353196.5	3925
ENST00000537919.5	2581
ENST00000590151.5	3927
ENST00000352035.7	3911
ENST00000353196.5	3936
ENST00000537919.5	2592
ENST00000590151.5	4043
ENST00000352035.7	4027
ENST00000353196.5	4052
ENST00000537919.5	2708
ENST00000393896.6	3416
ENST00000619176.1	58
ENST00000590151.5	4240
ENST00000352035.7	4224
ENST00000353196.5	4249
ENST00000537919.5	2905
ENST00000393896.6	3613
ENST00000588779.1	714
ENST00000590151.5	2919
ENST00000352035.7	2904
ENST00000353196.5	2942
ENST00000537919.5	2123
ENST00000393896.6	2949
ENST00000590151.5	1503
ENST00000352035.7	1488
ENST00000353196.5	1556
ENST00000537919.5	737
ENST00000393896.6	1563
ENST00000590770.5	547
ENST00000590151.5	480
ENST00000352035.7	465
ENST00000353196.5	533
ENST00000393896.6	540
ENST00000590735.1	160
ENST00000590151.5	592
ENST00000352035.7	577
ENST00000353196.5	645
ENST00000393896.6	652
ENST00000590735.1	272
ENST00000393892.8	434
ENST00000592446.1	492
ENST00000587679.1	320
ENST00000393888.1	409
ENST00000441615.2	473
ENST00000589772.1	438
ENST00000585452.1	512
ENST00000393892.8	560
ENST00000587679.1	446
ENST00000393888.1	535
ENST00000441615.2	599
ENST00000585452.1	638
ENST00000393892.8	584
ENST00000587679.1	470
ENST00000393888.1	559
ENST00000585452.1	662
ENST00000393892.8	608
ENST00000587679.1	494
ENST00000393888.1	583
ENST00000585452.1	686
ENST00000393892.8	641
ENST00000587679.1	527
ENST00000393888.1	616
ENST00000393892.8	691
ENST00000587679.1	577
ENST00000393888.1	666
ENST00000472031.1	609
ENST00000393892.8	1250
ENST00000393888.1	1225
ENST00000486438.1	767
ENST00000472031.1	655
ENST00000393892.8	1296
ENST00000393888.1	1271
ENST00000486438.1	813
ENST00000316603.12	1250
ENST00000457167.9	1357
