contig	position	read_name	-3_event_level_mean	-3_event_stdv	-3_event_length	-3_standardized_level	-3_event_level_median	-3_event_stdv_median	-3_event_length_median	-3_diff_stdv	-2_event_level_mean	-2_event_stdv	-2_event_length	-2_standardized_level	-2_event_level_median	-2_event_stdv_median	-2_event_length_median	-2_diff_stdv	-1_event_level_mean	-1_event_stdv	-1_event_length	-1_standardized_level	-1_event_level_median	-1_event_stdv_median	-1_event_length_median	-1_diff_stdv	0_event_level_mean	0_event_stdv	0_event_length	0_standardized_level	0_event_level_median	0_event_stdv_median	0_event_length_median	0_diff_stdv	+1_event_level_mean	+1_event_stdv	+1_event_length	+1_standardized_level	+1_event_level_median	+1_event_stdv_median	+1_event_length_median	+1_diff_stdv	+2_event_level_mean	+2_event_stdv	+2_event_length	+2_standardized_level	+2_event_level_median	+2_event_stdv_median	+2_event_length_median	+2_diff_stdv	+3_event_level_mean	+3_event_stdv	+3_event_length	+3_standardized_level	+3_event_level_median	+3_event_stdv_median	+3_event_length_median	+3_diff_stdv
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	441	8a032644-39c9-4bbe-86c6-113934e1b5f5	115.61825	5.8079	0.009503	0.14925	116.0225	5.9875	0.00639	0.43404937	125.35	1.658	0.00332	1.07	125.35	1.658	0.00332	-0.4769716	115.23	7.6	0.00631	-0.07	115.23	7.6	0.00631	0.36690646	101.77	5.199	0.00332	-0.65	101.77	5.199	0.00332	0.28054187	117.29	4.566	0.00266	-0.61	117.29	4.566	0.00266	-0.22214651	118.85	8.016	0.00531	-0.64	118.85	8.016	0.00531	0.44172662	106.52333	4.0653334	0.00686	0.21333334	107.21	4.5	0.00299	0.0013136289
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	592	8a032644-39c9-4bbe-86c6-113934e1b5f5	120.49	11.242	0.00564	0.62	120.49	11.242	0.00564	0.43392858	107.47	12.459	0.00199	-0.24	107.47	12.459	0.00199	1.3463277	107.8175	5.1825	0.00257	1.0525	107.8175	5.1825	0.00257	0.575228	73.34	2.664	0.0093	0.03	73.34	2.664	0.0093	0.26255924	86.31	2.454	0.01162	0.28	86.31	2.454	0.01162	-0.18741722	91.2925	2.0435	0.0038975	-0.0175	91.2925	2.0435	0.0038975	-0.40768117	88.12	2.212	0.009295	0.07	88.12	2.212	0.009295	-0.30440253
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	788	8a032644-39c9-4bbe-86c6-113934e1b5f5	87.93	1.106	0.00266	0.52	87.93	1.106	0.00266	-0.4807512	84.87	2.975	0.00531	-0.66	84.87	2.975	0.00531	-0.5262739	78.55	1.894	0.02623	0.62	78.55	1.894	0.02623	-0.09809524	79.92	2.697	0.00365	0.08	79.92	2.697	0.00365	-0.15188679	82.86	0.976	0.00232	-0.72	82.86	0.976	0.00232	-0.8082515	119.51	2.385	0.00498	1.83	119.51	2.385	0.00498	-0.2102649	121.08	2.18	0.00498	0.76	121.08	2.18	0.00498	-0.3859155
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	789	8a032644-39c9-4bbe-86c6-113934e1b5f5	84.87	2.975	0.00531	-0.66	84.87	2.975	0.00531	-0.5262739	78.55	1.894	0.02623	0.62	78.55	1.894	0.02623	-0.09809524	79.92	2.697	0.00365	0.08	79.92	2.697	0.00365	-0.15188679	82.86	0.976	0.00232	-0.72	82.86	0.976	0.00232	-0.8082515	119.51	2.385	0.00498	1.83	119.51	2.385	0.00498	-0.2102649	121.08	2.18	0.00498	0.76	121.08	2.18	0.00498	-0.3859155	88.86	2.205	0.00365	0.86	88.86	2.205	0.00365	-0.2263158
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	797	8a032644-39c9-4bbe-86c6-113934e1b5f5	121.1	1.465	0.00332	1.2	121.1	1.465	0.00332	-0.5652819	108.43	7.938	0.00166	1.17	108.43	7.938	0.00166	-0.18080495	95.7	1.784	0.0073	1.04	95.7	1.784	0.0073	-0.5280423	116.45	5.917	0.0093	0.54	116.45	5.917	0.0093	-0.02520593	71.57	1.458	0.00498	0.42	71.57	1.458	0.00498	-0.36608696	74.19	1.913	0.00266	0.8	74.19	1.913	0.00266	-0.18595745	84.89	1.864	0.00432	-0.51	84.89	1.864	0.00432	-0.3459649
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	798	8a032644-39c9-4bbe-86c6-113934e1b5f5	108.43	7.938	0.00166	1.17	108.43	7.938	0.00166	-0.18080495	95.7	1.784	0.0073	1.04	95.7	1.784	0.0073	-0.5280423	116.45	5.917	0.0093	0.54	116.45	5.917	0.0093	-0.02520593	71.57	1.458	0.00498	0.42	71.57	1.458	0.00498	-0.36608696	74.19	1.913	0.00266	0.8	74.19	1.913	0.00266	-0.18595745	84.89	1.864	0.00432	-0.51	84.89	1.864	0.00432	-0.3459649	106.535	4.98	0.008411666	1.5783334	106.63	5.0765	0.007805	0.31746033
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	799	8a032644-39c9-4bbe-86c6-113934e1b5f5	95.7	1.784	0.0073	1.04	95.7	1.784	0.0073	-0.5280423	116.45	5.917	0.0093	0.54	116.45	5.917	0.0093	-0.02520593	71.57	1.458	0.00498	0.42	71.57	1.458	0.00498	-0.36608696	74.19	1.913	0.00266	0.8	74.19	1.913	0.00266	-0.18595745	84.89	1.864	0.00432	-0.51	84.89	1.864	0.00432	-0.3459649	106.535	4.98	0.008411666	1.5783334	106.63	5.0765	0.007805	0.31746033	91.56	6.857	0.00432	-2.48	91.56	6.857	0.00432	0.12965403
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	811	8a032644-39c9-4bbe-86c6-113934e1b5f5	102.46	6.147	0.00797	0.06	102.46	6.147	0.00797	0.23433734	126.64	3.481	0.00365	0.87	126.64	3.481	0.00365	0.098107256	114.98	2.913	0.00232	-0.58	114.98	2.913	0.00232	-0.4880492	118.7	3.57	0.00398	-0.58	118.7	3.57	0.00398	-0.39182281	130.36	5.789	0.01195	0.47	130.36	5.789	0.01195	0.2085595	75.78	3.2125	0.0060575	0.0175	75.78	3.2125	0.0060575	0.010220126	87.78	3.77	0.00232	0.36	87.78	3.77	0.00232	-0.055137843
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	812	8a032644-39c9-4bbe-86c6-113934e1b5f5	126.64	3.481	0.00365	0.87	126.64	3.481	0.00365	0.098107256	114.98	2.913	0.00232	-0.58	114.98	2.913	0.00232	-0.4880492	118.7	3.57	0.00398	-0.58	118.7	3.57	0.00398	-0.39182281	130.36	5.789	0.01195	0.47	130.36	5.789	0.01195	0.2085595	75.78	3.2125	0.0060575	0.0175	75.78	3.2125	0.0060575	0.010220126	87.78	3.77	0.00232	0.36	87.78	3.77	0.00232	-0.055137843	118.07	5.695	0.00697	1.1	118.07	5.695	0.00697	0.18893528
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	890	8a032644-39c9-4bbe-86c6-113934e1b5f5	78.88	2.414	0.00797	0.7	78.88	2.414	0.00797	-0.13165468	92.825	3.3035	0.006805	1.625	92.825	3.3035	0.006805	0.27057692	96.89	7.209	0.00631	-0.51	96.89	7.209	0.00631	0.8676166	80.241	2.7917	0.005794	-0.1595	79.95	2.7475	0.004235	0.31065726	77.13	1.649	0.00365	-0.21	77.13	1.649	0.00365	-0.57390183	89.68	4.082	0.00797	0.71	89.68	4.082	0.00797	0.30415335	103.675	3.5085	0.00249	-0.915	103.675	3.5085	0.00249	-0.011690141
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	891	8a032644-39c9-4bbe-86c6-113934e1b5f5	92.825	3.3035	0.006805	1.625	92.825	3.3035	0.006805	0.27057692	96.89	7.209	0.00631	-0.51	96.89	7.209	0.00631	0.8676166	80.241	2.7917	0.005794	-0.1595	79.95	2.7475	0.004235	0.31065726	77.13	1.649	0.00365	-0.21	77.13	1.649	0.00365	-0.57390183	89.68	4.082	0.00797	0.71	89.68	4.082	0.00797	0.30415335	103.675	3.5085	0.00249	-0.915	103.675	3.5085	0.00249	-0.011690141	87.5	2.8386667	0.0073033334	1.0533333	84.38	1.824	0.00498	-0.003976608
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	975	8a032644-39c9-4bbe-86c6-113934e1b5f5	130.1425	3.28775	0.0024875	0.595	130.1425	3.28775	0.0024875	-0.4583608	78.99	5.286	0.00863	0.55	78.99	5.286	0.00863	1.5536232	80.715	2.486	0.005975	-0.825	80.715	2.486	0.005975	-0.1277193	91.35	2.4005	0.005975	0.1	91.35	2.4005	0.005975	-0.2330671	93.0	6.281	0.00398	-2.04	93.0	6.281	0.00398	0.90911853	76.385	2.379	0.004645	0.175	76.385	2.379	0.004645	-0.14424461	92.91	2.396	0.00465	-0.33	92.91	2.396	0.00465	-0.5188755
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	976	8a032644-39c9-4bbe-86c6-113934e1b5f5	78.99	5.286	0.00863	0.55	78.99	5.286	0.00863	1.5536232	80.715	2.486	0.005975	-0.825	80.715	2.486	0.005975	-0.1277193	91.35	2.4005	0.005975	0.1	91.35	2.4005	0.005975	-0.2330671	93.0	6.281	0.00398	-2.04	93.0	6.281	0.00398	0.90911853	76.385	2.379	0.004645	0.175	76.385	2.379	0.004645	-0.14424461	92.91	2.396	0.00465	-0.33	92.91	2.396	0.00465	-0.5188755	109.64	1.341	0.00332	0.42	109.64	1.341	0.00332	-0.7474576
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	977	8a032644-39c9-4bbe-86c6-113934e1b5f5	80.715	2.486	0.005975	-0.825	80.715	2.486	0.005975	-0.1277193	91.35	2.4005	0.005975	0.1	91.35	2.4005	0.005975	-0.2330671	93.0	6.281	0.00398	-2.04	93.0	6.281	0.00398	0.90911853	76.385	2.379	0.004645	0.175	76.385	2.379	0.004645	-0.14424461	92.91	2.396	0.00465	-0.33	92.91	2.396	0.00465	-0.5188755	109.64	1.341	0.00332	0.42	109.64	1.341	0.00332	-0.7474576	111.75	3.8575	0.002655	0.095	111.75	3.8575	0.002655	-0.0006476684
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1018	8a032644-39c9-4bbe-86c6-113934e1b5f5	108.35	5.673	0.00365	0.25	108.35	5.673	0.00365	0.8784768	114.61667	1.9033333	0.006585	-0.11	114.75	1.892	0.006145	-0.5069085	92.48875	2.410625	0.01249	1.9675	92.25	2.1635	0.0100425	-0.2017798	115.99	2.198	0.02324	1.64	115.99	2.198	0.02324	-0.17985074	114.02875	2.496	0.0057275	0.7975	114.9675	1.79525	0.0055625	-0.19742765	79.34	3.1535	0.006305	-0.545	79.34	3.1535	0.006305	-0.18514211	91.045	2.7255	0.00581	0.475	91.045	2.7255	0.00581	-0.27896824
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1123	8a032644-39c9-4bbe-86c6-113934e1b5f5	94.89	6.201	0.00232	-2.01	94.89	6.201	0.00232	1.0533112	113.655	7.6285	0.005975	0.835	113.655	7.6285	0.005975	1.318693	75.83	4.008	0.00365	0.03	75.83	4.008	0.00365	0.44172662	98.42667	5.595	0.006416667	0.80833334	98.235	5.77	0.007635	0.12349398	103.17	5.554	0.01029	-1.96	103.17	5.554	0.01029	0.37135804	113.17	6.244	0.01594	-0.6	113.17	6.244	0.01594	0.85281897	78.04	5.095	0.02058	-1.14	78.04	5.095	0.02058	-0.47420022
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1124	8a032644-39c9-4bbe-86c6-113934e1b5f5	113.655	7.6285	0.005975	0.835	113.655	7.6285	0.005975	1.318693	75.83	4.008	0.00365	0.03	75.83	4.008	0.00365	0.44172662	98.42667	5.595	0.006416667	0.80833334	98.235	5.77	0.007635	0.12349398	103.17	5.554	0.01029	-1.96	103.17	5.554	0.01029	0.37135804	113.17	6.244	0.01594	-0.6	113.17	6.244	0.01594	0.85281897	78.04	5.095	0.02058	-1.14	78.04	5.095	0.02058	-0.47420022	88.735	5.607	0.005645	-0.42	88.735	5.607	0.005645	0.48333332
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1230	8a032644-39c9-4bbe-86c6-113934e1b5f5	96.545	2.831	0.01179	0.095	96.545	2.831	0.01179	-0.17942029	94.37	2.397	0.0054775	0.3775	94.37	2.397	0.0054775	-0.12197802	90.52	2.018	0.00465	0.88	90.52	2.018	0.00465	-0.2919298	102.18	4.1805	0.00332	-0.08	102.18	4.1805	0.00332	0.04774436	123.37	2.647	0.00531	2.58	123.37	2.647	0.00531	-0.50150657	104.72	9.165	0.00465	-0.18	104.72	9.165	0.00465	1.3743523	93.62	2.26125	0.00332	0.315	93.62	2.26125	0.00332	-0.55574656
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1486	8a032644-39c9-4bbe-86c6-113934e1b5f5	116.17667	6.6063333	0.0054233335	-0.29666665	114.52	7.451	0.00531	1.0840168	125.62	2.023	0.00232	1.31	125.62	2.023	0.00232	-0.6361511	114.33	7.63	0.00332	2.53	114.33	7.63	0.00332	0.87931037	108.98	6.285	0.00332	1.51	108.98	6.285	0.00332	1.0811259	99.96	7.338	0.0093	-2.1	99.96	7.338	0.0093	1.2303951	70.48	4.38	0.00996	-0.21	70.48	4.38	0.00996	1.0758294	82.94	5.713	0.00465	-1.29	82.94	5.713	0.00465	0.12239686
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1487	8a032644-39c9-4bbe-86c6-113934e1b5f5	125.62	2.023	0.00232	1.31	125.62	2.023	0.00232	-0.6361511	114.33	7.63	0.00332	2.53	114.33	7.63	0.00332	0.87931037	108.98	6.285	0.00332	1.51	108.98	6.285	0.00332	1.0811259	99.96	7.338	0.0093	-2.1	99.96	7.338	0.0093	1.2303951	70.48	4.38	0.00996	-0.21	70.48	4.38	0.00996	1.0758294	82.94	5.713	0.00465	-1.29	82.94	5.713	0.00465	0.12239686	85.8	3.908	0.00531	-0.32	85.8	3.908	0.00531	-0.5015306
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1488	8a032644-39c9-4bbe-86c6-113934e1b5f5	114.33	7.63	0.00332	2.53	114.33	7.63	0.00332	0.87931037	108.98	6.285	0.00332	1.51	108.98	6.285	0.00332	1.0811259	99.96	7.338	0.0093	-2.1	99.96	7.338	0.0093	1.2303951	70.48	4.38	0.00996	-0.21	70.48	4.38	0.00996	1.0758294	82.94	5.713	0.00465	-1.29	82.94	5.713	0.00465	0.12239686	85.8	3.908	0.00531	-0.32	85.8	3.908	0.00531	-0.5015306	117.0825	5.73725	0.0073025	0.1225	117.0825	5.73725	0.0073025	0.41660494
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1489	8a032644-39c9-4bbe-86c6-113934e1b5f5	108.98	6.285	0.00332	1.51	108.98	6.285	0.00332	1.0811259	99.96	7.338	0.0093	-2.1	99.96	7.338	0.0093	1.2303951	70.48	4.38	0.00996	-0.21	70.48	4.38	0.00996	1.0758294	82.94	5.713	0.00465	-1.29	82.94	5.713	0.00465	0.12239686	85.8	3.908	0.00531	-0.32	85.8	3.908	0.00531	-0.5015306	117.0825	5.73725	0.0073025	0.1225	117.0825	5.73725	0.0073025	0.41660494	110.682	8.428	0.024767	0.344	112.455	9.219	0.02324	0.58719397
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1490	8a032644-39c9-4bbe-86c6-113934e1b5f5	99.96	7.338	0.0093	-2.1	99.96	7.338	0.0093	1.2303951	70.48	4.38	0.00996	-0.21	70.48	4.38	0.00996	1.0758294	82.94	5.713	0.00465	-1.29	82.94	5.713	0.00465	0.12239686	85.8	3.908	0.00531	-0.32	85.8	3.908	0.00531	-0.5015306	117.0825	5.73725	0.0073025	0.1225	117.0825	5.73725	0.0073025	0.41660494	110.682	8.428	0.024767	0.344	112.455	9.219	0.02324	0.58719397	111.35	1.816	0.00232	0.99	111.35	1.816	0.00232	-0.7835519
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1760	8a032644-39c9-4bbe-86c6-113934e1b5f5	99.935	3.31375	0.003735	-0.93	99.935	3.31375	0.003735	-0.37594163	106.8	7.972	0.0156	-0.44	106.8	7.972	0.0156	1.065285	87.13	2.174	0.00465	1.5	87.13	2.174	0.00465	0.020657277	103.45	2.116	0.00332	1.53	103.45	2.116	0.00332	-0.6630573	79.88	1.33	0.00465	1.09	79.88	1.33	0.00465	-0.36666667	84.166664	1.8108333	0.008025	0.23666666	82.895	1.911	0.007305	-0.43055555	81.22	1.363	0.00365	0.86	81.75	1.28	0.00332	-0.3600939
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1799	8a032644-39c9-4bbe-86c6-113934e1b5f5	82.5617	1.7596527	0.0049816896	-0.052529763	82.635	1.61275	0.0041525	-0.42306465	83.28	1.692	0.00332	-2.28	83.28	1.692	0.00332	-0.7212521	76.06	0.966	0.00365	-0.01	76.06	0.966	0.00365	-0.53333336	84.29	2.177	0.00299	1.26	84.29	2.177	0.00299	-0.23614036	83.43	1.521	0.00232	1.59	83.43	1.521	0.00232	-0.2652174	92.78	2.1415	0.0063925	0.365	92.78	2.1415	0.0063925	-0.24859649	109.78	1.772	0.00498	0.62	109.78	1.772	0.00498	-0.6053452
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1800	8a032644-39c9-4bbe-86c6-113934e1b5f5	83.28	1.692	0.00332	-2.28	83.28	1.692	0.00332	-0.7212521	76.06	0.966	0.00365	-0.01	76.06	0.966	0.00365	-0.53333336	84.29	2.177	0.00299	1.26	84.29	2.177	0.00299	-0.23614036	83.43	1.521	0.00232	1.59	83.43	1.521	0.00232	-0.2652174	92.78	2.1415	0.0063925	0.365	92.78	2.1415	0.0063925	-0.24859649	109.78	1.772	0.00498	0.62	109.78	1.772	0.00498	-0.6053452	110.22	10.644	0.00863	-0.99	110.22	10.644	0.00863	0.8706503
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1801	8a032644-39c9-4bbe-86c6-113934e1b5f5	76.06	0.966	0.00365	-0.01	76.06	0.966	0.00365	-0.53333336	84.29	2.177	0.00299	1.26	84.29	2.177	0.00299	-0.23614036	83.43	1.521	0.00232	1.59	83.43	1.521	0.00232	-0.2652174	92.78	2.1415	0.0063925	0.365	92.78	2.1415	0.0063925	-0.24859649	109.78	1.772	0.00498	0.62	109.78	1.772	0.00498	-0.6053452	110.22	10.644	0.00863	-0.99	110.22	10.644	0.00863	0.8706503	98.265	5.9085	0.005315	-2.145	98.265	5.9085	0.005315	0.95645696
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1802	8a032644-39c9-4bbe-86c6-113934e1b5f5	84.29	2.177	0.00299	1.26	84.29	2.177	0.00299	-0.23614036	83.43	1.521	0.00232	1.59	83.43	1.521	0.00232	-0.2652174	92.78	2.1415	0.0063925	0.365	92.78	2.1415	0.0063925	-0.24859649	109.78	1.772	0.00498	0.62	109.78	1.772	0.00498	-0.6053452	110.22	10.644	0.00863	-0.99	110.22	10.644	0.00863	0.8706503	98.265	5.9085	0.005315	-2.145	98.265	5.9085	0.005315	0.95645696	110.97	4.845	0.01295	-0.23	110.97	4.845	0.01295	0.25518134
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1803	8a032644-39c9-4bbe-86c6-113934e1b5f5	83.43	1.521	0.00232	1.59	83.43	1.521	0.00232	-0.2652174	92.78	2.1415	0.0063925	0.365	92.78	2.1415	0.0063925	-0.24859649	109.78	1.772	0.00498	0.62	109.78	1.772	0.00498	-0.6053452	110.22	10.644	0.00863	-0.99	110.22	10.644	0.00863	0.8706503	98.265	5.9085	0.005315	-2.145	98.265	5.9085	0.005315	0.95645696	110.97	4.845	0.01295	-0.23	110.97	4.845	0.01295	0.25518134	90.44	3.317	0.01262	0.13	90.44	3.317	0.01262	-0.34833005
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1804	8a032644-39c9-4bbe-86c6-113934e1b5f5	92.78	2.1415	0.0063925	0.365	92.78	2.1415	0.0063925	-0.24859649	109.78	1.772	0.00498	0.62	109.78	1.772	0.00498	-0.6053452	110.22	10.644	0.00863	-0.99	110.22	10.644	0.00863	0.8706503	98.265	5.9085	0.005315	-2.145	98.265	5.9085	0.005315	0.95645696	110.97	4.845	0.01295	-0.23	110.97	4.845	0.01295	0.25518134	90.44	3.317	0.01262	0.13	90.44	3.317	0.01262	-0.34833005	107.38	3.149	0.01195	-0.21	107.38	3.149	0.01195	0.042715233
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1805	8a032644-39c9-4bbe-86c6-113934e1b5f5	109.78	1.772	0.00498	0.62	109.78	1.772	0.00498	-0.6053452	110.22	10.644	0.00863	-0.99	110.22	10.644	0.00863	0.8706503	98.265	5.9085	0.005315	-2.145	98.265	5.9085	0.005315	0.95645696	110.97	4.845	0.01295	-0.23	110.97	4.845	0.01295	0.25518134	90.44	3.317	0.01262	0.13	90.44	3.317	0.01262	-0.34833005	107.38	3.149	0.01195	-0.21	107.38	3.149	0.01195	0.042715233	112.76	5.697	0.00697	0.11	112.76	5.697	0.00697	0.47590673
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1967	8a032644-39c9-4bbe-86c6-113934e1b5f5	104.61	3.4816666	0.0033166667	-0.12	106.02	3.799	0.00232	-0.14244664	111.46	5.291	0.01494	-0.24	111.46	5.291	0.01494	-0.32512754	118.39	4.374	0.0048666666	0.21666667	115.6	3.22	0.00398	0.37981072	121.3	5.445	0.01693	0.74	121.3	5.445	0.01693	-0.020683452	106.17	5.77425	0.009715	0.1475	106.17	5.77425	0.009715	0.42222905	130.22	2.695	0.00365	0.76	130.22	2.695	0.00365	-0.54088587	135.855	4.6045	0.005315	0.325	135.855	4.6045	0.005315	-0.09715686
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	1968	8a032644-39c9-4bbe-86c6-113934e1b5f5	111.46	5.291	0.01494	-0.24	111.46	5.291	0.01494	-0.32512754	118.39	4.374	0.0048666666	0.21666667	115.6	3.22	0.00398	0.37981072	121.3	5.445	0.01693	0.74	121.3	5.445	0.01693	-0.020683452	106.17	5.77425	0.009715	0.1475	106.17	5.77425	0.009715	0.42222905	130.22	2.695	0.00365	0.76	130.22	2.695	0.00365	-0.54088587	135.855	4.6045	0.005315	0.325	135.855	4.6045	0.005315	-0.09715686	78.5675	3.7569168	0.0042625	-0.83666664	78.6475	3.36775	0.0044825	-0.0292205
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2112	8a032644-39c9-4bbe-86c6-113934e1b5f5	120.04	6.174667	0.0068633333	0.8566667	120.33	5.98	0.00863	0.21071896	81.375	4.58375	0.0082175	0.3725	81.375	4.58375	0.0082175	0.18443152	92.613335	3.6736667	0.0033166667	-0.325	93.62	3.642	0.003815	-0.18181144	115.12	4.832	0.01262	0.05	115.12	4.832	0.01262	-0.13093525	99.565	1.294	0.00232	-1.055	99.565	1.294	0.00232	-0.6812808	116.8675	6.0585833	0.010099167	-0.6591667	117.0925	6.07675	0.0112075	0.03212663	134.69542	7.027375	0.008354584	1.4770833	134.89	7.22775	0.0070525	0.23503955
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2209	8a032644-39c9-4bbe-86c6-113934e1b5f5	116.28	2.996	0.00365	1.04	116.28	2.996	0.00365	-0.00794702	123.14562	4.4385624	0.00581	1.186875	123.8325	4.27775	0.0052275	0.2502993	91.83	2.675	0.00896	1.63	91.83	2.675	0.00896	-0.06140351	89.02	1.812	0.00299	-2.52	89.02	1.812	0.00299	-0.54586464	84.32	2.438	0.00598	-2.705	84.32	2.438	0.00598	-0.5408663	106.50667	4.485	0.01162	0.31333333	105.6	4.392	0.00697	0.36322188	69.62	2.948	0.00764	1.78	69.62	2.948	0.00764	0.42415458
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2210	8a032644-39c9-4bbe-86c6-113934e1b5f5	123.14562	4.4385624	0.00581	1.186875	123.8325	4.27775	0.0052275	0.2502993	91.83	2.675	0.00896	1.63	91.83	2.675	0.00896	-0.06140351	89.02	1.812	0.00299	-2.52	89.02	1.812	0.00299	-0.54586464	84.32	2.438	0.00598	-2.705	84.32	2.438	0.00598	-0.5408663	106.50667	4.485	0.01162	0.31333333	105.6	4.392	0.00697	0.36322188	69.62	2.948	0.00764	1.78	69.62	2.948	0.00764	0.42415458	67.75	0.655	0.00232	-1.47	67.75	0.655	0.00232	-0.68957347
